fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,pretax_income,income_tax,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebit,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
31/12/2023,8309000000,5538000000,2771000000,930000000,135000000,656000000,-9000000,665000000,2.03,2.03,386800000,386800000,1065000000,2141000000,665000000,121000000,,,,,,409000000,AGR
31/12/2022,7923000000,5328000000,2595000000,852000000,292000000,841000000,20000000,821000000,2.28,2.27,386727246,386727246,1144000000,2166000000,821000000,60000000,,,,,,303000000,AGR
31/12/2021,6974000000,4425000000,2549000000,895000000,67000000,664000000,21000000,643000000,1.97,1.97,358086621,358086621,962000000,1888000000,643000000,64000000,,,,,,298000000,AGR
31/12/2020,6320000000,3845000000,2475000000,869000000,15000000,568000000,29000000,539000000,1.88,1.88,309494939,309494939,884000000,1795000000,539000000,42000000,,,,,,316000000,AGR
31/12/2022,0,,,-657926,12842499,12161339,55109,12106230,0.03,0.03,366183697,366183697,12184573,-657926,12106230,,,6150,651776,,,23234,INTI
31/12/2021,0,,,-325395,41600,-298632,0,-298632,-0.001325,-0.001325,376247777,376247777,-283795,-325395,-298632,,,4905,320490,,,14837,INTI
31/12/2020,0,,,-1058997,,-1057929,,-1057929,-0.003384,-0.003384,371927734,371927734,-1058997,-1058997,-1057929,,,185294,873703,,1068,,INTI
31/12/2022,1253664000,1030487000,223177000,60319000,-133774000,-180946000,-40275000,-140671000,-30.3,-30.3,4621798,4621798,-77476000,122322000,-140671000,,,,96384000,688000,1094000,103470000,AUDAQ
31/12/2021,1219404000,976973000,242431000,95790000,-7244000,-3810000,-238000,-3572000,-0.9,-0.9,4532699,4532699,83720000,143648000,-3572000,,,,93411000,992000,1632000,87530000,AUDAQ
31/12/2020,1060898000,907796000,153102000,37758000,-276765000,-326103000,-83879000,-242224000,-54,-54,4485699,4485699,-239524000,87472000,-242224000,,,,64560000,553000,3464000,86579000,AUDAQ
31/12/2023,1088598000,849799000,238799000,62184000,5203000,70691000,8654000,62037000,,,,,62184000,64465000,62037000,,,,176615000,,,,PGNY
31/12/2022,786913000,619588000,167325000,23341000,286000,24441000,-5917000,30358000,0.33,0.3,92195068,92195068,23341000,24942000,30358000,,,,143984000,,,,PGNY
31/12/2021,500621000,388486000,112135000,32340000,-366000,32435000,-33334000,65769000,0.74,0.66,89105562,89105562,32340000,33641000,65769000,,,,79795000,,,,PGNY
31/12/2020,344858000,274799000,70059000,8348000,210000,8679000,-37780000,46459000,0.54,0.47,85722670,85722670,8348000,10254000,46459000,,,,61711000,,,,PGNY
31/12/2022,964246000,918094000,46152000,-29392000,,-13084000,13166000,-26250000,-0.0124,-0.0124,2344818660,2344818660,12581000,29860000,-26250000,-2716000,0,,23851000,43436000,1172000,25665000,DVNHF
31/12/2021,756123000,765387000,-9264000,-89688000,,-142787000,14392000,-157179000,-0.0681,-0.0681,2344818660,2344818660,-129178000,-23866000,-157179000,-2520000,0,,27447000,48049000,2033000,13609000,DVNHF
31/12/2020,605246000,733775000,-128529000,-196896000,,-238077000,-9491000,-228586000,-0.0972,-0.0972,2344818660,2344818660,-220690000,-142908000,-228586000,557000,0,,13885000,54482000,3702000,17387000,DVNHF
31/12/2022,2015456000,1665456000,350000000,240435000,1143000,225422000,56790000,168632000,6.37,6.37,26469000,26469000,241710000,318367000,168632000,,,,69277000,40288000,132000,16288000,ULH
31/12/2021,1750980000,1535649000,215331000,102960000,7220000,98581000,24848000,73733000,2.74,2.74,26919000,26919000,110223000,177760000,73733000,,,,78477000,33894000,43000,11642000,ULH
31/12/2020,1391083000,1231544000,159539000,80359000,-1870000,63910000,15778000,48132000,1.78,1.78,26997000,26997000,78536000,152677000,48132000,,,,52519000,26661000,47000,14626000,ULH
31/12/2023,54041000000,21640000000,32401000000,16021000000,-815000000,13785000000,3832000000,9953000000,6.203,6.165,1621400000,1621400000,15742000000,22257000000,9953000000,105000000,,245000000,9417000000,6718000000,4000000,1957000000,RTNTF
31/12/2022,55554000000,21284000000,34270000000,19929000000,419000000,18662000000,5586000000,13076000000,7.668,7.621,1619800000,1619800000,20527000000,25380000000,13048000000,-656000000,,76000000,9148000000,5117000000,3000000,1865000000,RTNTF
31/12/2021,63495000000,18561000000,44934000000,30636000000,729000000,30833000000,8258000000,22575000000,13.034,12.95,1618400000,1618400000,31429000000,35903000000,22597000000,-1481000000,,65000000,8788000000,5445000000,2000000,596000000,RTNTF
31/12/2020,44611000000,15485000000,29126000000,18083000000,-2185000000,15391000000,4991000000,10400000000,6.04,5.998,1617400000,1617400000,16039000000,23155000000,10400000000,-631000000,,45000000,6858000000,4140000000,4000000,648000000,RTNTF
31/12/2022,8000,,,-12924000,-1483000,-14407000,,-14407000,,,77554740,,-12924000,-12601000,-14407000,,,7776000,5156000,,,,NTBL
31/12/2021,285000,,,-16914000,862000,-16052000,,-16052000,-1.796239,-1.796239,8936448,8936448,-16914000,-16588000,-16052000,,,11472000,5727000,,,,NTBL
31/12/2022,322733000,,,,,74022000,14840000,59182000,2.55,2.48,23245598,23245598,,,59182000,,,,142001000,,,,FSUN
31/12/2021,273234000,,,,,51842000,8678000,43164000,1.735047,1.735047,24877718,24877718,,,43164000,,,,158587000,,,,FSUN
31/12/2020,279123000,,,,,57165000,9580000,47585000,1.912756,1.912756,24877718,24877718,,,47585000,,,,144750000,,,,FSUN
31/12/2022,0,0,0,-174161,-4712,-193182,,-193182,-0.000224,-0.000224,861082371,861082371,-182540,-177828,-193182,,,,174161,,38,10642,FECOF
31/12/2021,0,0,0,-176082,892,-168208,,-168208,-0.000195,-0.000195,861082371,861082371,-168208,-169100,-168208,,,,176082,,10953,0,FECOF
31/12/2020,0,205,-205,-203422,14562,-187052,,-187052,-0.000313,-0.000313,598068920,598068920,-187052,-182514,-187052,,,,203217,,5730,0,FECOF
31/12/2023,284401000,164996000,119405000,93773000,9025000,77351000,,77351000,,,,,102058000,147162000,77351000,,0,,23763000,1869000,2497000,24707000,SB.PR.D
31/12/2022,349718000,139698000,210020000,184648000,7622000,172554000,,172554000,,,,,189692000,231588000,172554000,,0,,21802000,3570000,783000,17138000,SB.PR.D
31/12/2021,329031000,134166000,194865000,172367000,20327000,174348000,,174348000,,,,,189067000,221104000,174348000,,-271000,,22498000,22140000,69000,14719000,SB.PR.D
31/12/2020,198158000,165937000,32221000,10478000,-387000,-12905000,,-12905000,,,,,8328000,62984000,-12905000,,908000,,21502000,241000,604000,21233000,SB.PR.D
31/12/2017,500544,327447,173097,125935,,125939,0,125939,0.002227,0.002227,56560007,56560007,,126003,,,,,47162,,4,,CHYL
31/12/2022,0,,,-2341725,-6148785,-4742618,,-4742618,-0.14,-0.14,33143475,33143475,-2341725,3799060,-4742618,,,,224250,2117475,3753097,,MTAL
31/12/2022,0,,,-28813773,,-28661254,-60000,-28601254,-4.05,-4.05,7055665,7055665,-28813773,-28665338,-28601254,,,19219603,9594170,,152519,,CLRB
31/12/2021,0,,,-24131280,6634,-24122362,0,-24122362,-4.35,-4.35,5551572,5551572,-24131280,-23981365,-24122362,,,17586469,6544811,,2284,,CLRB
31/12/2020,0,,,-15290349,185280,-15094172,,-15094172,-7.6,-7.6,1981265,1981265,-15290349,-15334176,-15094172,,,10140681,5149668,,10897,,CLRB
31/12/2022,5215000000,1540000000,3675000000,450000000,,235000000,12000000,223000000,0.51,0.51,437254902,437254902,326000000,874000000,235000000,,0,345000000,2880000000,,14000000,91000000,SNN
31/12/2021,5212000000,1543000000,3669000000,593000000,,586000000,62000000,524000000,1.196,1.194,438127090,438127090,679000000,1167000000,586000000,,0,356000000,2720000000,,6000000,93000000,SNN
31/12/2020,4560000000,1396000000,3164000000,295000000,,246000000,-202000000,448000000,1.026,1.024,436647173,436647173,321000000,866000000,246000000,,0,307000000,2562000000,,6000000,75000000,SNN
31/12/2022,0,51000,-51000,-7414000,-104000,-7363000,,-7363000,-0.09,-0.09,78397100,78397100,-7414000,-7259000,-7363000,,,,1743000,5620000,,,HEEVF
31/12/2021,0,10000,-10000,-1411000,347681,-1412000,,-1412000,-0.056637,-0.056637,78738474,78738474,-1411000,-1401000,-1412000,,,,673000,728000,0,7897,HEEVF
31/12/2020,0,,,-140488,-4500,-170873,,-170873,-0.01133,-0.01133,15081300,15081300,-144276,-139776,-170873,,,,138643,1845,712,26597,HEEVF
31/12/2023,147584000,25858000,121726000,50777000,-8525000,4922000,,4922000,-0.19,-0.19,39943167,39943167,42252000,108864000,4922000,63000,427000,,13093000,,,37330000,GOOD
31/12/2022,148981000,26832000,122149000,44825000,-1586000,10782000,,10782000,-0.04,-0.04,38950734,38950734,43239000,105462000,10782000,23000,421000,,11900000,5270000,,32457000,GOOD
31/12/2021,137688000,27098000,110590000,36034000,1748000,10895000,,10895000,-0.09,-0.09,36537306,36537306,37782000,98106000,10895000,40000,2839000,,10548000,4859000,,26887000,GOOD
31/12/2020,133152000,26004000,107148000,36918000,4870000,14985000,,14985000,0.09,0.09,34040085,34040085,41788000,92789000,14985000,-47000,816000,,10505000,4301000,,26803000,GOOD
31/03/2023,0,,0,-444698,-2362,-471060,,-471060,-0.01,-0.01,42661125,42661125,-447060,-444698,-471060,,,,436868,7830,,24000,KSMRF
31/03/2022,0,0,0,-437792,8840,-452952,,-452952,-0.01,-0.01,37784835,37784835,-428952,-437792,-452952,,,,437792,,,24000,KSMRF
31/03/2021,0,0,0,-516732,-412171,-952903,,-952903,-0.03,-0.03,29937394,29937394,-928903,-516732,-952903,,,,516732,,,24000,KSMRF
31/03/2020,87540,52717,34823,-507493,-3010,-562972,,-700429,-0.02,-0.02,29468745,29468745,-510503,-507493,-700429,,,,542316,,,52469,KSMRF
30/06/2023,0,,,-987771,3169667,2181905,,2181905,,,,,-987771,-4157438,2181905,,,,0,987771,9,,BWAQU
30/06/2022,0,,,-381305,134401,-246892,,-246892,,,,,-381305,-515706,-246892,,,,150379,230926,12,,BWAQU
31/12/2023,3162095000,2544949000,617146000,221271000,-163407000,-68528000,42396000,-110924000,,,,,90266000,523656000,-110924000,,,,395875000,,32402000,158794000,EFXT
31/12/2022,1777798000,1455082000,322716000,21474000,-62284000,-79733000,21210000,-100943000,-1.04,-1.04,97045917,97045917,-30326000,164964000,-100943000,,,,301242000,,10484000,49407000,EFXT
31/12/2021,960156000,757934000,202222000,54291000,806000,38102000,56557000,-18455000,-0.21,-0.21,89678845,89678845,58383000,145870000,-18455000,0,,,147931000,,3286000,20281000,EFXT
31/12/2020,1217052000,918873000,298179000,116012000,2040000,95559000,7302000,88257000,0.98,0.98,89678845,89678845,118923000,204143000,88257000,-177000,,,182167000,,871000,23364000,EFXT
30/06/2023,8429000,558000,7871000,-3390000,3056000,-212000,552000,-764000,,,286461099,,-3390000,-2474000,,,,3812000,5574000,1280000,122000,,ARUXF
30/06/2022,1719000,,1719000,-12966000,3366000,-9582000,252000,-9834000,-0.0346,-0.0346,283881613,283881613,-12966000,-12306000,,,,6371000,5896000,1758000,18000,,ARUXF
30/06/2021,1337000,,1337000,-16251000,3785000,-12432000,197000,-12629000,-0.0575,-0.0575,219726077,219726077,-16251000,-15586000,,,,8928000,6356000,1639000,34000,,ARUXF
30/06/2020,1253000,,1253000,-12077000,2476000,-9385000,86000,-9471000,-0.0565,-0.0565,167768974,167768974,-12077000,-11369000,,,,5012000,5938000,1672000,216000,,ARUXF
31/12/2023,654000,,,-494777000,588000,-433010000,670000,-433680000,-11.73,-11.73,36959049,36959049,-494777000,-493076000,-433680000,,,364101000,131330000,,61179000,,KRTX
31/12/2022,10637000,,,-289676000,580000,-274918000,1418000,-276336000,-8.74,-8.74,31629013,31629013,-289676000,-288564000,-276336000,,,224247000,76066000,,14178000,,KRTX
31/12/2021,36964000,,,-143853000,-448000,-143799000,6000,-143805000,-4.94,-4.94,29138915,29138915,-143853000,-142645000,-143805000,,,128200000,52617000,,502000,0,KRTX
31/12/2020,0,,,-71816000,,-68511000,43000,-68554000,-2.59,-2.59,26446006,26446006,-68511000,-68366000,-68554000,,,43408000,28408000,,3305000,0,KRTX
31/12/2020,0,,,-1262182,668032,-651550,,-651550,,,,,-594150,-1260365,-651550,133653,,217582,1044600,,,57400,CRXM
31/12/2022,0,46878,-46878,-5527018,-415667,-5652234,,-5652234,-0.04,-0.04,143284916,143284916,-5527018,-5064473,-5652234,,,,3913659,1566481,290451,,MXROF
31/12/2021,0,19600,-19600,-5031792,-50440,-5075878,,-5075878,-0.05,-0.05,93539253,93539253,-5031792,-4961752,-5075878,,,,2565337,2446855,6354,,MXROF
31/12/2020,0,10052,-10052,-4640267,-566741,-5206965,,-5206965,-0.14,-0.14,36335135,36335135,-4640267,-4063474,-5206965,,,,2344410,2285805,43,30602,MXROF
31/12/2022,46369000000,9169000000,37200000000,15860000000,,22292000000,4287000000,18005000000,57.13,57.13,242000000,242000000,23277000000,26519000000,16220000000,-4179000000,0,1000000,2127000000,10110000000,729000000,985000000,EXXAF
31/12/2021,32771000000,5096000000,27675000000,7600000000,,16684000000,2203000000,16373000000,51.28,51.28,247000000,247000000,17421000000,20887000000,9677000000,-3706000000,0,2000000,2050000000,9402000000,272000000,737000000,EXXAF
31/12/2020,28924000000,4274000000,24650000000,8622000000,,9669000000,719000000,9226000000,29.02,29.02,251000000,251000000,10643000000,13682000000,4293000000,-1943000000,0,4000000,653000000,7836000000,255000000,974000000,EXXAF
31/12/2018,412682,144368,268314,-4236389,-1609852,-5849832,0,-5849832,-0.43,-0.43,13745304,13745304,,-4154629,-5849832,,,278708,4144235,,,3591,VICA
31/08/2023,0,,,-1852703,152007,-1696171,,-1696171,-0.02,-0.02,88389380,88389380,-1852703,-1860377,-1696171,,,,1852703,,4525,,VLMGF
31/08/2022,0,,,-1438156,604,-1432781,,-1432781,-0.02,-0.02,85931821,85931821,-1438156,-1424560,-1432781,,,,1438156,,4771,2445,VLMGF
31/08/2021,0,,,-1821839,86426,-1732307,,-1732307,-0.02,-0.02,83375966,83375966,-1728668,-1729894,-1732307,,,,1831839,-10000,6745,3639,VLMGF
31/08/2020,0,,,-2010816,22827,-2102854,,-2102854,-0.04,-0.04,56203279,56203279,-1990027,-2012854,-2102854,,,,2010816,,0,112827,VLMGF
31/12/2022,11154722000,6192622000,4962100000,714151000,-14404000,648687000,146815000,501872000,8.32,8.27,60351000,60351000,699747000,990955000,501872000,,,,4247949000,,,51060000,AAP
31/12/2021,10997989000,6069241000,4928748000,838717000,4999000,805925000,189817000,616108000,9.62,9.55,64028000,64028000,843716000,1103649000,616108000,,,,4090031000,,,37791000,AAP
31/12/2020,10106321000,5624707000,4481614000,749907000,-52006000,651015000,157994000,493021000,7.17,7.14,68748000,68748000,697901000,996004000,493021000,,,,3731707000,,,46886000,AAP
31/12/2021,6561148,1856921,4704227,-5880446,-3601849,-16503491,0,-16503491,-0.07,-0.07,247325745,247325745,-9482295,-3966024,-16503491,,,,8762187,,,7021196,MPIR
31/12/2020,505331,112238,393093,-6222179,-468704,-7245869,0,-7245869,-0.04,-0.04,195994117,195994117,-6690883,-6157816,-7245869,,,,6475909,,,554986,MPIR
31/12/2023,0,,,-80132000,3000,-68958000,2000,-68960000,,,,,-80132000,-78875000,-68960000,,,55885000,24247000,,11171000,,PMVP
31/12/2022,0,,,-77040000,87000,-73326000,-9000,-73317000,-1.61,-1.61,45594824,45594824,-77040000,-76725000,-73317000,,,51988000,25052000,,3627000,,PMVP
31/12/2021,0,,,-58293000,21000,-57823000,23000,-57846000,-1.28,-1.28,45137656,45137656,-58293000,-57986000,-57846000,,,36493000,21800000,,449000,,PMVP
31/12/2020,0,,,-34942000,-143000,-34434000,6000,-34440000,-2.4,-2.4,14364475,14364475,-34942000,-34624000,-34440000,,,23933000,11009000,,651000,,PMVP
31/12/2022,5101000000,,,,224000000,560000000,68000000,492000000,13.75,13.75,30919577,30919577,756000000,,492000000,-2000000,,,333000000,87000000,,196000000,BNRE
31/12/2021,7241000000,,,,,-42000000,2000000,-44000000,-1.277342,-1.277342,34446537,34446537,-33000000,,-44000000,0,,,30000000,5000000,,9000000,BNRE
31/12/2020,514000000,,,,,2000000,1000000,1000000,0.03594,0.03594,27824000,27824000,2000000,,1000000,0,,,6000000,-821000,,0,BNRE
31/08/2023,2085508000,973225000,1112283000,655153000,-17689000,583954000,115781000,468173000,12.26,12.04,38194000,38194000,650273000,813947000,468173000,,,,457130000,,12809000,66319000,FDS
31/08/2022,1843892000,871106000,972786000,539754000,-66638000,443594000,46677000,396917000,10.48,10.25,37864000,37864000,479291000,673278000,396917000,,,,433032000,,6175000,35697000,FDS
31/08/2021,1591445000,786400000,805045000,474041000,-30000,467617000,68027000,399590000,10.623037,10.36,37615419,37615419,475817000,583139000,399590000,,,,331004000,,1806000,8200000,FDS
31/08/2020,1494111000,695446000,798665000,456160000,-19197000,427134000,54196000,372938000,9.806351,9.65,38030252,38030252,436963000,554262000,372938000,,,,342505000,,,9829000,FDS
31/12/2022,0,,,-1092069,5716540,9677681,980557,8697124,,,,,-1092069,-6808609,8697124,,,,,1092069,5053210,,TWLVU
31/12/2021,0,,,-1072037,2892258,1838172,0,1838172,,,,,-1072037,-4224408,1838172,,,,1072037,1072037,17951,,TWLVU
31/12/2023,653983000,154096000,499887000,387534000,,76160000,-10534000,236018000,,,,,138612000,160202000,236018000,,0,,21695000,9922000,456000,62452000,SWPRF
31/12/2022,641777000,162595000,479182000,327521000,,505194000,108122000,404429000,5.27,4.97,76697074,76697074,548970000,609005000,404429000,,0,,22343000,10363000,25000,43776000,SWPRF
31/12/2021,735837000,141426000,594411000,367212000,,633597000,134705000,498892000,6.57,6.17,75968104,75968104,709404000,735839000,498892000,,0,,22610000,18133000,2687000,75807000,SWPRF
31/12/2020,786138000,173574000,612564000,334111000,,703459000,93052000,610407000,8.04,7.55,75964863,75964863,763970000,784204000,610407000,103000,0,,24932000,19938000,1679000,60511000,SWPRF
31/12/2022,252810110,215820880,36989230,-95237859,-16171959,-139250158,-37301242,-101948916,,,,,-113653199,5867622,-101948916,404664,,,68620862,42889902,,25596959,CSSEL
31/12/2021,110395466,88933738,21461728,-42488705,-3093762,-50413642,66000,-50479642,,,,,-46031331,13627421,-50479642,73458,,,36166182,22056200,,4382311,CSSEL
31/12/2020,66356956,52139819,14217137,-38711736,440664,-40493178,99000,-40592178,,,,,-38402862,12569331,-40592178,182201,,,23643881,12993665,,2090316,CSSEL
31/12/2022,254476000,289778000,-35302000,-322624000,-87726000,-443285000,4320000,-447605000,-1.59,-1.59,282242144,282242144,-399863000,-278850000,-447605000,-188000,,141630000,144515000,1177000,10385000,43422000,LMDXF
31/12/2021,421428000,269888000,151540000,-145403000,147897000,-97911000,2844000,-100755000,-0.62,-0.62,163255784,163255784,-21517000,-143719000,-100755000,-174000,,130221000,130520000,36202000,60000,76394000,LMDXF
31/12/2020,139153000,86206000,52947000,-100721000,-89991000,-250943000,-9946000,-240997000,-0.953622,-0.953622,252699647,252699647,-219345000,-118440000,-240997000,17000,,107539000,46129000,,581000,31598000,LMDXF
31/12/2023,2983300000,2456200000,527100000,325200000,89300000,149000000,9000000,126600000,,,,,414500000,615900000,140000000,-20600000,,,201900000,,,265500000,TRN
31/12/2022,1977300000,1609600000,367700000,182300000,151800000,126500000,27600000,72900000,0.73,0.71,81900000,81900000,334100000,460300000,93200000,-12800000,,,185400000,,,207600000,TRN
31/12/2021,1516000000,1161500000,354500000,175500000,71100000,55200000,15900000,181800000,1.79,1.75,101500000,101500000,246600000,442100000,170700000,200000,,,179000000,,,191400000,TRN
31/12/2020,1749700000,1327400000,422300000,81200000,-394800000,-524600000,-274100000,-226200000,-1.27,-1.27,115900000,115900000,-313600000,337200000,-250500000,78900000,,,341100000,,3200000,211000000,TRN
31/12/2022,169700000,115100000,54600000,2300000,,500000,100000,400000,0.012,0.012,32574668,32574668,2200000,11300000,400000,0,0,,52300000,,,1700000,DIALF
31/12/2021,131600000,84600000,47000000,2100000,,700000,400000,300000,0.009,0.009,32393109,32393109,2000000,10800000,300000,-200000,0,,44900000,,,1300000,DIALF
31/12/2020,119000000,85000000,34000000,-8800000,,-10100000,-2300000,-7800000,-0.242665,-0.242665,32555137,32555137,-8800000,-700000,-7800000,-100000,0,,42800000,,,1300000,DIALF
31/12/2023,2321000000,1786000000,535000000,140000000,-2000000,138000000,-110000000,248000000,2.26,2.24,107395890,107395890,140000000,166000000,248000000,-1000000,4000000,,395000000,,,,DNOW
31/12/2022,2136000000,1630000000,506000000,141000000,-2000000,139000000,10000000,129000000,1.14,1.13,110676078,110676078,141000000,170000000,129000000,-1000000,2000000,,365000000,,,,DNOW
31/12/2021,1632000000,1275000000,357000000,16000000,-4000000,12000000,7000000,5000000,0.05,0.05,110403853,110403853,16000000,46000000,5000000,0,0,,341000000,,,,DNOW
31/12/2020,1619000000,1327000000,292000000,-99000000,-331000000,-430000000,-3000000,-427000000,-3.91,-3.91,109000000,109000000,-99000000,250000000,-427000000,,,,391000000,,,,DNOW
30/09/2023,108157494,,,,,104600982,,104600982,,,,,,,,,,,2320998,1235514,,,TBLD
30/09/2022,-108825518,,,,,-112677994,,-112677994,-3.52,-3.52,32010794,32010794,,,,,,,2661627,1190849,,,TBLD
30/09/2021,-4492890,,,,,-5133050,,-5133050,-0.16,-0.16,32081562,32081562,,,,,,,454942,185218,,,TBLD
31/12/2022,8.19169E+11,6.27771E+11,1.91398E+11,68011617000,,63366559000,14392375000,48974184000,28.05,28.05,1745960214,1745960214,70416394000,89699087000,63366559000,,0,,1.24693E+11,723099000,2025182000,7049835000,WMMVY
31/12/2021,7.36044E+11,5.64204E+11,1.7184E+11,62907658000,,57295648000,13157576000,44138072000,25.28,25.28,1745968038,1745968038,63774642000,82104585000,57295648000,,0,,1.10181E+11,893243000,866112000,6478994000,WMMVY
31/12/2020,7.01734E+11,5.39694E+11,1.6204E+11,57447281000,,49464087000,16029226000,33434861000,19.15,19.15,1745945744,1745945744,55873975000,73839886000,49464087000,,0,,1.05042E+11,620372000,986291000,6409888000,WMMVY
31/12/2022,2668352,1255123,1413229,-3363809,261671,-3824000,,-3824000,-0.03,-0.03,120702074,120702074,-3001787,-2745190,-3824000,-65892,,1053992,3723046,,100351,822213,KNBIF
31/12/2021,1607775,1039334,568441,-4883557,327773,-4849912,,-4849912,-0.04,-0.04,112600420,112600420,-4433855,-4249860,-4849912,245346,,1377250,4074748,,121929,416057,KNBIF
31/12/2020,1341574,814715,526859,-4224373,461653,-3845976,,-3845976,-0.03,-0.03,108613535,108613535,-3724420,-3647911,-3845976,129290,,1326127,3425105,,38300,121556,KNBIF
31/12/2022,8654000,3072000,5582000,-20813000,54044000,34622000,5629000,15987000,0.15,0.14,87996643,87996643,35649000,-13055000,28993000,1120000,,,25335000,,2418000,1027000,DDEJF
31/12/2021,11598000,3385000,8213000,-17354000,-72744000,-88822000,3084000,-100898000,-1.09,-1.09,88668021,88668021,-86926000,-8295000,-91906000,7883000,,,23837000,,3172000,1896000,DDEJF
31/12/2020,18009000,9144000,8865000,-26776000,-52139000,-77819000,11864000,-88074000,-0.69,-0.69,103092515,103092515,-73726000,-23998000,-88074000,22685000,,,32646000,,5189000,4093000,DDEJF
31/12/2022,8396000,7739000,657000,-119946000,-33645000,-158840000,413000,-159253000,,,,,-153591000,-105158000,-159253000,,,33893000,82673000,,,5249000,WEJWF
31/12/2021,2566000,3583000,-1017000,-158757000,-49067000,-217421000,357000,-217778000,,,,,-207824000,-177653000,-217778000,,,26265000,127064000,,,9597000,WEJWF
31/12/2020,1336000,1688000,-352000,-29324000,-28360000,-60278000,0,-60278000,,,,,-57684000,-42474000,-60278000,,,7683000,17212000,,,2594000,WEJWF
31/12/2023,0,,,-26742939,,-25966762,,-25966762,,,,,-26742939,-26668770,-25966762,,,20720766,6022173,,776177,,GOVX
31/12/2022,81526,,,-14028564,,-14021125,,-14021125,-12.39,-12.39,1131545,1131545,-14028564,-13972280,-14021125,,,9123479,4986611,,7439,0,GOVX
31/12/2021,385501,,,-18745823,172056,-18570317,,-18570317,-45.6,-45.6,406662,406662,-18569031,-18702566,-18570317,,,15554171,3577153,,4736,1286,GOVX
31/12/2020,1823658,,,-2816815,,-2958068,,-2958068,-32.1,-32.1,92234,92234,-2814544,-2794888,-2958068,,,2444459,2196014,,2271,143524,GOVX
31/12/2021,5076956,3719603,1357353,318735,-4482576,-4163783,182690,-4346473,-0.022548,-0.022548,185968370,185968370,-4159767,680047,-4346473,153271,,,1274050,-235432,4074,4016,LBTI
31/12/2020,7565802,6669324,896478,-191115,41879,-149994,94306,-244300,-0.001236,-0.001236,185968370,185968370,-146523,177815,-244300,14402,,,1280585,-192992,2713,3471,LBTI
31/03/2023,75053000,55225000,19828000,7173000,172000,7426000,1776000,5650000,0.56,0.56,10102000,10102000,7173000,10427000,5650000,,,,12655000,,,,CRWS
31/03/2022,87360000,64052000,23308000,10306000,2070000,12326000,2408000,9918000,0.99,0.98,10055000,10055000,10306000,11226000,9918000,,,,13002000,,,,CRWS
31/03/2021,79164000,55067000,24097000,9879000,-2239000,7723000,1642000,6081000,0.6,0.6,10144000,10144000,9879000,15541000,6081000,,,,14218000,,,,CRWS
31/03/2020,73396000,51806000,21590000,7737000,33000,7768000,1207000,6561000,0.65,0.65,10149000,10149000,7737000,10886000,6561000,,,,13853000,,,,CRWS
31/12/2022,17764281,5841396,11922885,294054,7098759,2701401,1215873,1485528,,,,,7413888,5780144,1485528,-3612647,2456512,,6163816,,21075,4712487,SQFTW
31/12/2021,19231109,6183189,13047920,1424912,1928956,-1511062,-47620,-1463442,,,,,3353868,6822410,-1463442,-2162140,0,,6225510,,,4864930,SQFTW
31/12/2020,24351792,8818283,15533509,3507434,-564245,-5890514,370884,-6261398,,,,,2943189,9251116,-6261398,-1412507,,,5751754,,,8833703,SQFTW
31/03/2023,0,,,-57718,,-57718,,-57718,-7.60E-05,-7.60E-05,760250000,760250000,-57718,-57718,-57718,,,,57718,,,,XITO
31/03/2022,0,,,-64714,,-64714,,-64714,-8.50E-05,-8.50E-05,760250000,760250000,-64714,-64714,-64714,,,,64714,,,,XITO
31/03/2021,0,,,-89791,,-89791,,-89791,-0.000118,-0.000118,760250000,760250000,-89791,-89791,-89791,,,,89791,,,,XITO
31/03/2020,0,,,-63919,,-63919,,-63919,-8.40E-05,-8.40E-05,760250000,760250000,-63919,-63919,-63919,,,,63919,,,0,XITO
30/06/2023,4073770000,3070388000,1003382000,249765000,,297162000,55865000,243656000,,,,,303706000,449047000,299521000,-14000,0,,,95509000,42186000,6544000,DNIEF
30/06/2022,3472416000,2841435000,630981000,-42874000,,295789000,68145000,219092000,2.951819,2.951819,74095000,74095000,298670000,437487000,287238000,-378000,0,,,69425000,13347000,2881000,DNIEF
30/06/2021,2637032000,2043327000,593705000,-23116000,,132836000,34866000,80333000,1.082244,1.082244,74095100,74095100,136921000,235157000,115199000,-143000,0,,52522000,78943000,11101000,4085000,DNIEF
30/06/2020,2383642000,1668246000,715396000,94027000,,101059000,22256000,62425000,0.8351,0.8351,74397990,74397990,109181000,201570000,84682000,461000,0,,56571000,57241000,13417000,8122000,DNIEF
31/12/2022,7224000000,2952000000,4272000000,995000000,,932000000,166000000,766000000,0.435,0.435,1547428060,1547428060,960000000,1225000000,932000000,-93000000,0,,364000000,1384000000,5000000,28000000,RGLXY
31/12/2021,6637000000,2536000000,4101000000,1064000000,,1881000000,427000000,1454000000,0.841,0.841,1547428060,1547428060,1906000000,1284000000,1881000000,-153000000,0,,376000000,1354000000,5000000,25000000,RGLXY
